problem,length,solver,run,fitness,evaluations
DeceptiveStepTrap,14,Hill Climber,0,1,33194
DeceptiveStepTrap,14,Hill Climber,1,1,120971
DeceptiveStepTrap,14,Hill Climber,2,1,914
DeceptiveStepTrap,14,Hill Climber,3,1,75906
DeceptiveStepTrap,14,Hill Climber,4,1,43175
DeceptiveStepTrap,14,Hill Climber,5,1,82525
DeceptiveStepTrap,14,Hill Climber,6,1,25819
DeceptiveStepTrap,14,Hill Climber,7,1,44368
DeceptiveStepTrap,14,Hill Climber,8,1,490
DeceptiveStepTrap,14,Hill Climber,9,1,351027
DeceptiveStepTrap,14,Hill Climber,10,1,10652
DeceptiveStepTrap,14,Hill Climber,11,1,148289
DeceptiveStepTrap,14,Hill Climber,12,1,186043
DeceptiveStepTrap,14,Hill Climber,13,1,183290
DeceptiveStepTrap,14,Hill Climber,14,1,2995
DeceptiveStepTrap,14,Hill Climber,15,1,8058
DeceptiveStepTrap,14,Hill Climber,16,1,46319
DeceptiveStepTrap,14,Hill Climber,17,1,6153
DeceptiveStepTrap,14,Hill Climber,18,1,219047
DeceptiveStepTrap,14,Hill Climber,19,1,1916
DeceptiveStepTrap,14,Hill Climber,20,1,200547
DeceptiveStepTrap,14,Hill Climber,21,1,75196
DeceptiveStepTrap,14,Hill Climber,22,1,12489
DeceptiveStepTrap,14,Hill Climber,23,1,85010
DeceptiveStepTrap,14,Hill Climber,24,1,47257
DeceptiveStepTrap,14,Hill Climber,25,1,23719
DeceptiveStepTrap,14,Hill Climber,26,1,119875
DeceptiveStepTrap,14,Hill Climber,27,1,297798
DeceptiveStepTrap,14,Hill Climber,28,1,3603
DeceptiveStepTrap,14,Hill Climber,29,1,301009
DeceptiveStepTrap,14,Hill Climber,30,1,245171
DeceptiveStepTrap,14,Hill Climber,31,1,6009
DeceptiveStepTrap,14,Hill Climber,32,1,137744
DeceptiveStepTrap,14,Hill Climber,33,1,39212
DeceptiveStepTrap,14,Hill Climber,34,1,57645
DeceptiveStepTrap,14,Hill Climber,35,1,13114
DeceptiveStepTrap,14,Hill Climber,36,1,71742
DeceptiveStepTrap,14,Hill Climber,37,1,70675
DeceptiveStepTrap,14,Hill Climber,38,1,21239
DeceptiveStepTrap,14,Hill Climber,39,1,19121
DeceptiveStepTrap,14,Hill Climber,40,1,110297
DeceptiveStepTrap,14,Hill Climber,41,1,70926
DeceptiveStepTrap,14,Hill Climber,42,1,139748
DeceptiveStepTrap,14,Hill Climber,43,1,50965
DeceptiveStepTrap,14,Hill Climber,44,1,48029
DeceptiveStepTrap,14,Hill Climber,45,1,41278
DeceptiveStepTrap,14,Hill Climber,46,1,67716
DeceptiveStepTrap,14,Hill Climber,47,1,73004
DeceptiveStepTrap,14,Hill Climber,48,1,50144
DeceptiveStepTrap,14,Hill Climber,49,1,34683
DeceptiveStepTrap,14,Hill Climber,50,1,133768
DeceptiveStepTrap,14,Hill Climber,51,1,9416
DeceptiveStepTrap,14,Hill Climber,52,1,146844
DeceptiveStepTrap,14,Hill Climber,53,1,208753
DeceptiveStepTrap,14,Hill Climber,54,1,49905
DeceptiveStepTrap,14,Hill Climber,55,1,130606
DeceptiveStepTrap,14,Hill Climber,56,1,309320
DeceptiveStepTrap,14,Hill Climber,57,1,305737
DeceptiveStepTrap,14,Hill Climber,58,1,38888
DeceptiveStepTrap,14,Hill Climber,59,1,6438
DeceptiveStepTrap,14,Hill Climber,60,1,30346
DeceptiveStepTrap,14,Hill Climber,61,1,19114
DeceptiveStepTrap,14,Hill Climber,62,1,26047
DeceptiveStepTrap,14,Hill Climber,63,1,15372
DeceptiveStepTrap,14,Hill Climber,64,1,13037
DeceptiveStepTrap,14,Hill Climber,65,1,191713
DeceptiveStepTrap,14,Hill Climber,66,1,361824
DeceptiveStepTrap,14,Hill Climber,67,1,92743
DeceptiveStepTrap,14,Hill Climber,68,1,105966
DeceptiveStepTrap,14,Hill Climber,69,1,63301
DeceptiveStepTrap,14,Hill Climber,70,1,10818
DeceptiveStepTrap,14,Hill Climber,71,1,1213
DeceptiveStepTrap,14,Hill Climber,72,1,2717
DeceptiveStepTrap,14,Hill Climber,73,1,159961
DeceptiveStepTrap,14,Hill Climber,74,1,340481
DeceptiveStepTrap,14,Hill Climber,75,1,202349
DeceptiveStepTrap,14,Hill Climber,76,1,181978
DeceptiveStepTrap,14,Hill Climber,77,1,34708
DeceptiveStepTrap,14,Hill Climber,78,1,35853
DeceptiveStepTrap,14,Hill Climber,79,1,99136
DeceptiveStepTrap,14,Hill Climber,80,1,13542
DeceptiveStepTrap,14,Hill Climber,81,1,56946
DeceptiveStepTrap,14,Hill Climber,82,1,31674
DeceptiveStepTrap,14,Hill Climber,83,1,71922
DeceptiveStepTrap,14,Hill Climber,84,1,37680
DeceptiveStepTrap,14,Hill Climber,85,1,66160
DeceptiveStepTrap,14,Hill Climber,86,1,84197
DeceptiveStepTrap,14,Hill Climber,87,1,42295
DeceptiveStepTrap,14,Hill Climber,88,1,43664
DeceptiveStepTrap,14,Hill Climber,89,1,4702
DeceptiveStepTrap,14,Hill Climber,90,1,224692
DeceptiveStepTrap,14,Hill Climber,91,1,21781
DeceptiveStepTrap,14,Hill Climber,92,1,113904
DeceptiveStepTrap,14,Hill Climber,93,1,71119
DeceptiveStepTrap,14,Hill Climber,94,1,90739
DeceptiveStepTrap,14,Hill Climber,95,1,16372
DeceptiveStepTrap,14,Hill Climber,96,1,13470
DeceptiveStepTrap,14,Hill Climber,97,1,11477
DeceptiveStepTrap,14,Hill Climber,98,1,3768
DeceptiveStepTrap,14,Hill Climber,99,1,61404
DeceptiveStepTrap,14,1+(Lambda Lambda),0,1,2456
DeceptiveStepTrap,14,1+(Lambda Lambda),1,1,483
DeceptiveStepTrap,14,1+(Lambda Lambda),2,1,4984
DeceptiveStepTrap,14,1+(Lambda Lambda),3,1,530
DeceptiveStepTrap,14,1+(Lambda Lambda),4,1,1344
DeceptiveStepTrap,14,1+(Lambda Lambda),5,1,4847
DeceptiveStepTrap,14,1+(Lambda Lambda),6,1,1344
DeceptiveStepTrap,14,1+(Lambda Lambda),7,1,938
DeceptiveStepTrap,14,1+(Lambda Lambda),8,1,504
DeceptiveStepTrap,14,1+(Lambda Lambda),9,1,3473
DeceptiveStepTrap,14,1+(Lambda Lambda),10,1,1248
DeceptiveStepTrap,14,1+(Lambda Lambda),11,1,5189
DeceptiveStepTrap,14,1+(Lambda Lambda),12,1,1178
DeceptiveStepTrap,14,1+(Lambda Lambda),13,1,208
DeceptiveStepTrap,14,1+(Lambda Lambda),14,1,177
DeceptiveStepTrap,14,1+(Lambda Lambda),15,1,942
DeceptiveStepTrap,14,1+(Lambda Lambda),16,1,7945
DeceptiveStepTrap,14,1+(Lambda Lambda),17,1,2372
DeceptiveStepTrap,14,1+(Lambda Lambda),18,1,465
DeceptiveStepTrap,14,1+(Lambda Lambda),19,1,4839
DeceptiveStepTrap,14,1+(Lambda Lambda),20,1,197
DeceptiveStepTrap,14,1+(Lambda Lambda),21,1,3500
DeceptiveStepTrap,14,1+(Lambda Lambda),22,1,1456
DeceptiveStepTrap,14,1+(Lambda Lambda),23,1,2056
DeceptiveStepTrap,14,1+(Lambda Lambda),24,1,7836
DeceptiveStepTrap,14,1+(Lambda Lambda),25,1,203
DeceptiveStepTrap,14,1+(Lambda Lambda),26,1,9096
DeceptiveStepTrap,14,1+(Lambda Lambda),27,1,981
DeceptiveStepTrap,14,1+(Lambda Lambda),28,1,1387
DeceptiveStepTrap,14,1+(Lambda Lambda),29,1,6363
DeceptiveStepTrap,14,1+(Lambda Lambda),30,1,198
DeceptiveStepTrap,14,1+(Lambda Lambda),31,1,744
DeceptiveStepTrap,14,1+(Lambda Lambda),32,1,2160
DeceptiveStepTrap,14,1+(Lambda Lambda),33,1,506
DeceptiveStepTrap,14,1+(Lambda Lambda),34,1,1006
DeceptiveStepTrap,14,1+(Lambda Lambda),35,1,1475
DeceptiveStepTrap,14,1+(Lambda Lambda),36,1,2368
DeceptiveStepTrap,14,1+(Lambda Lambda),37,1,7254
DeceptiveStepTrap,14,1+(Lambda Lambda),38,1,220
DeceptiveStepTrap,14,1+(Lambda Lambda),39,1,7082
DeceptiveStepTrap,14,1+(Lambda Lambda),40,1,2297
DeceptiveStepTrap,14,1+(Lambda Lambda),41,1,1950
DeceptiveStepTrap,14,1+(Lambda Lambda),42,1,5112
DeceptiveStepTrap,14,1+(Lambda Lambda),43,1,3870
DeceptiveStepTrap,14,1+(Lambda Lambda),44,1,434
DeceptiveStepTrap,14,1+(Lambda Lambda),45,1,3598
DeceptiveStepTrap,14,1+(Lambda Lambda),46,1,206
DeceptiveStepTrap,14,1+(Lambda Lambda),47,1,4288
DeceptiveStepTrap,14,1+(Lambda Lambda),48,1,3281
DeceptiveStepTrap,14,1+(Lambda Lambda),49,1,484
DeceptiveStepTrap,14,1+(Lambda Lambda),50,1,1699
DeceptiveStepTrap,14,1+(Lambda Lambda),51,1,3063
DeceptiveStepTrap,14,1+(Lambda Lambda),52,1,1113
DeceptiveStepTrap,14,1+(Lambda Lambda),53,1,2063
DeceptiveStepTrap,14,1+(Lambda Lambda),54,1,8459
DeceptiveStepTrap,14,1+(Lambda Lambda),55,1,3560
DeceptiveStepTrap,14,1+(Lambda Lambda),56,1,985
DeceptiveStepTrap,14,1+(Lambda Lambda),57,1,1344
DeceptiveStepTrap,14,1+(Lambda Lambda),58,1,1058
DeceptiveStepTrap,14,1+(Lambda Lambda),59,1,6978
DeceptiveStepTrap,14,1+(Lambda Lambda),60,1,2133
DeceptiveStepTrap,14,1+(Lambda Lambda),61,1,1526
DeceptiveStepTrap,14,1+(Lambda Lambda),62,1,3653
DeceptiveStepTrap,14,1+(Lambda Lambda),63,1,4289
DeceptiveStepTrap,14,1+(Lambda Lambda),64,1,184
DeceptiveStepTrap,14,1+(Lambda Lambda),65,1,3857
DeceptiveStepTrap,14,1+(Lambda Lambda),66,1,2069
DeceptiveStepTrap,14,1+(Lambda Lambda),67,1,840
DeceptiveStepTrap,14,1+(Lambda Lambda),68,1,2402
DeceptiveStepTrap,14,1+(Lambda Lambda),69,1,2580
DeceptiveStepTrap,14,1+(Lambda Lambda),70,1,1731
DeceptiveStepTrap,14,1+(Lambda Lambda),71,1,1050
DeceptiveStepTrap,14,1+(Lambda Lambda),72,1,6541
DeceptiveStepTrap,14,1+(Lambda Lambda),73,1,1222
DeceptiveStepTrap,14,1+(Lambda Lambda),74,1,959
DeceptiveStepTrap,14,1+(Lambda Lambda),75,1,1689
DeceptiveStepTrap,14,1+(Lambda Lambda),76,1,2487
DeceptiveStepTrap,14,1+(Lambda Lambda),77,1,987
DeceptiveStepTrap,14,1+(Lambda Lambda),78,1,1018
DeceptiveStepTrap,14,1+(Lambda Lambda),79,1,194
DeceptiveStepTrap,14,1+(Lambda Lambda),80,1,5370
DeceptiveStepTrap,14,1+(Lambda Lambda),81,1,2317
DeceptiveStepTrap,14,1+(Lambda Lambda),82,1,1442
DeceptiveStepTrap,14,1+(Lambda Lambda),83,1,5393
DeceptiveStepTrap,14,1+(Lambda Lambda),84,1,1296
DeceptiveStepTrap,14,1+(Lambda Lambda),85,1,188
DeceptiveStepTrap,14,1+(Lambda Lambda),86,1,1326
DeceptiveStepTrap,14,1+(Lambda Lambda),87,1,1552
DeceptiveStepTrap,14,1+(Lambda Lambda),88,1,986
DeceptiveStepTrap,14,1+(Lambda Lambda),89,1,2874
DeceptiveStepTrap,14,1+(Lambda Lambda),90,1,9076
DeceptiveStepTrap,14,1+(Lambda Lambda),91,1,1497
DeceptiveStepTrap,14,1+(Lambda Lambda),92,1,445
DeceptiveStepTrap,14,1+(Lambda Lambda),93,1,8362
DeceptiveStepTrap,14,1+(Lambda Lambda),94,1,424
DeceptiveStepTrap,14,1+(Lambda Lambda),95,1,199
DeceptiveStepTrap,14,1+(Lambda Lambda),96,1,7109
DeceptiveStepTrap,14,1+(Lambda Lambda),97,1,7404
DeceptiveStepTrap,14,1+(Lambda Lambda),98,1,170
DeceptiveStepTrap,14,1+(Lambda Lambda),99,1,704
DeceptiveStepTrap,14,LTGA,0,1,9920
DeceptiveStepTrap,14,LTGA,1,1,11879
DeceptiveStepTrap,14,LTGA,2,1,13221
DeceptiveStepTrap,14,LTGA,3,1,17982
DeceptiveStepTrap,14,LTGA,4,1,15589
DeceptiveStepTrap,14,LTGA,5,1,8893
DeceptiveStepTrap,14,LTGA,6,1,10445
DeceptiveStepTrap,14,LTGA,7,1,8769
DeceptiveStepTrap,14,LTGA,8,1,153
DeceptiveStepTrap,14,LTGA,9,1,12340
DeceptiveStepTrap,14,LTGA,10,1,13715
DeceptiveStepTrap,14,LTGA,11,1,12123
DeceptiveStepTrap,14,LTGA,12,1,15291
DeceptiveStepTrap,14,LTGA,13,1,15110
DeceptiveStepTrap,14,LTGA,14,1,18431
DeceptiveStepTrap,14,LTGA,15,1,2555
DeceptiveStepTrap,14,LTGA,16,1,8829
DeceptiveStepTrap,14,LTGA,17,1,8411
DeceptiveStepTrap,14,LTGA,18,1,2304
DeceptiveStepTrap,14,LTGA,19,1,8623
DeceptiveStepTrap,14,LTGA,20,1,3323
DeceptiveStepTrap,14,LTGA,21,1,16424
DeceptiveStepTrap,14,LTGA,22,1,5446
DeceptiveStepTrap,14,LTGA,23,1,2276
DeceptiveStepTrap,14,LTGA,24,1,14922
DeceptiveStepTrap,14,LTGA,25,1,370
DeceptiveStepTrap,14,LTGA,26,1,9138
DeceptiveStepTrap,14,LTGA,27,1,12426
DeceptiveStepTrap,14,LTGA,28,1,14176
DeceptiveStepTrap,14,LTGA,29,1,12587
DeceptiveStepTrap,14,LTGA,30,1,8273
DeceptiveStepTrap,14,LTGA,31,1,225
DeceptiveStepTrap,14,LTGA,32,1,11997
DeceptiveStepTrap,14,LTGA,33,1,18954
DeceptiveStepTrap,14,LTGA,34,1,15646
DeceptiveStepTrap,14,LTGA,35,1,14076
DeceptiveStepTrap,14,LTGA,36,1,15737
DeceptiveStepTrap,14,LTGA,37,1,4768
DeceptiveStepTrap,14,LTGA,38,1,10054
DeceptiveStepTrap,14,LTGA,39,1,4211
DeceptiveStepTrap,14,LTGA,40,1,16379
DeceptiveStepTrap,14,LTGA,41,1,18904
DeceptiveStepTrap,14,LTGA,42,1,19184
DeceptiveStepTrap,14,LTGA,43,1,3669
DeceptiveStepTrap,14,LTGA,44,1,15709
DeceptiveStepTrap,14,LTGA,45,1,18644
DeceptiveStepTrap,14,LTGA,46,1,11805
DeceptiveStepTrap,14,LTGA,47,1,11680
DeceptiveStepTrap,14,LTGA,48,1,13701
DeceptiveStepTrap,14,LTGA,49,1,13255
DeceptiveStepTrap,14,LTGA,50,1,15734
DeceptiveStepTrap,14,LTGA,51,1,8285
DeceptiveStepTrap,14,LTGA,52,1,16993
DeceptiveStepTrap,14,LTGA,53,1,15019
DeceptiveStepTrap,14,LTGA,54,1,13946
DeceptiveStepTrap,14,LTGA,55,1,13983
DeceptiveStepTrap,14,LTGA,56,1,7117
DeceptiveStepTrap,14,LTGA,57,1,19029
DeceptiveStepTrap,14,LTGA,58,1,14064
DeceptiveStepTrap,14,LTGA,59,1,17409
DeceptiveStepTrap,14,LTGA,60,1,4416
DeceptiveStepTrap,14,LTGA,61,1,12371
DeceptiveStepTrap,14,LTGA,62,1,7173
DeceptiveStepTrap,14,LTGA,63,1,14225
DeceptiveStepTrap,14,LTGA,64,1,14690
DeceptiveStepTrap,14,LTGA,65,0.875,2298
DeceptiveStepTrap,14,LTGA,66,1,287
DeceptiveStepTrap,14,LTGA,67,1,22551
DeceptiveStepTrap,14,LTGA,68,1,9780
DeceptiveStepTrap,14,LTGA,69,1,13633
DeceptiveStepTrap,14,LTGA,70,1,7621
DeceptiveStepTrap,14,LTGA,71,1,13007
DeceptiveStepTrap,14,LTGA,72,1,13796
DeceptiveStepTrap,14,LTGA,73,1,11619
DeceptiveStepTrap,14,LTGA,74,1,14182
DeceptiveStepTrap,14,LTGA,75,1,9936
DeceptiveStepTrap,14,LTGA,76,1,16881
DeceptiveStepTrap,14,LTGA,77,1,449
DeceptiveStepTrap,14,LTGA,78,1,13550
DeceptiveStepTrap,14,LTGA,79,1,12885
DeceptiveStepTrap,14,LTGA,80,1,12260
DeceptiveStepTrap,14,LTGA,81,1,3406
DeceptiveStepTrap,14,LTGA,82,1,14213
DeceptiveStepTrap,14,LTGA,83,1,17369
DeceptiveStepTrap,14,LTGA,84,1,15099
DeceptiveStepTrap,14,LTGA,85,1,16882
DeceptiveStepTrap,14,LTGA,86,1,16258
DeceptiveStepTrap,14,LTGA,87,1,13825
DeceptiveStepTrap,14,LTGA,88,1,8020
DeceptiveStepTrap,14,LTGA,89,1,21179
DeceptiveStepTrap,14,LTGA,90,1,12138
DeceptiveStepTrap,14,LTGA,91,1,12030
DeceptiveStepTrap,14,LTGA,92,1,14753
DeceptiveStepTrap,14,LTGA,93,1,12154
DeceptiveStepTrap,14,LTGA,94,1,13926
DeceptiveStepTrap,14,LTGA,95,1,16117
DeceptiveStepTrap,14,LTGA,96,1,8324
DeceptiveStepTrap,14,LTGA,97,1,15834
DeceptiveStepTrap,14,LTGA,98,1,10243
DeceptiveStepTrap,14,LTGA,99,1,16271
DeceptiveStepTrap,14,P3,0,1,11437
DeceptiveStepTrap,14,P3,1,1,194706
DeceptiveStepTrap,14,P3,2,1,31275
DeceptiveStepTrap,14,P3,3,1,2979
DeceptiveStepTrap,14,P3,4,1,26631
DeceptiveStepTrap,14,P3,5,1,14869
DeceptiveStepTrap,14,P3,6,1,20188
DeceptiveStepTrap,14,P3,7,1,18448
DeceptiveStepTrap,14,P3,8,1,35834
DeceptiveStepTrap,14,P3,9,1,15863
DeceptiveStepTrap,14,P3,10,1,38144
DeceptiveStepTrap,14,P3,11,1,16292
DeceptiveStepTrap,14,P3,12,1,10811
DeceptiveStepTrap,14,P3,13,1,120886
DeceptiveStepTrap,14,P3,14,1,14722
DeceptiveStepTrap,14,P3,15,1,94235
DeceptiveStepTrap,14,P3,16,1,5446
DeceptiveStepTrap,14,P3,17,1,18064
DeceptiveStepTrap,14,P3,18,1,377035
DeceptiveStepTrap,14,P3,19,1,11773
DeceptiveStepTrap,14,P3,20,1,85613
DeceptiveStepTrap,14,P3,21,1,9828
DeceptiveStepTrap,14,P3,22,1,82555
DeceptiveStepTrap,14,P3,23,1,127645
DeceptiveStepTrap,14,P3,24,1,85924
DeceptiveStepTrap,14,P3,25,1,4722
DeceptiveStepTrap,14,P3,26,1,24411
DeceptiveStepTrap,14,P3,27,1,23459
DeceptiveStepTrap,14,P3,28,1,18247
DeceptiveStepTrap,14,P3,29,1,13890
DeceptiveStepTrap,14,P3,30,1,126214
DeceptiveStepTrap,14,P3,31,1,170096
DeceptiveStepTrap,14,P3,32,1,84286
DeceptiveStepTrap,14,P3,33,1,16550
DeceptiveStepTrap,14,P3,34,1,7416
DeceptiveStepTrap,14,P3,35,1,390722
DeceptiveStepTrap,14,P3,36,1,82384
DeceptiveStepTrap,14,P3,37,1,26802
DeceptiveStepTrap,14,P3,38,1,30206
DeceptiveStepTrap,14,P3,39,1,34900
DeceptiveStepTrap,14,P3,40,1,7105
DeceptiveStepTrap,14,P3,41,1,10123
DeceptiveStepTrap,14,P3,42,1,7360
DeceptiveStepTrap,14,P3,43,1,10429
DeceptiveStepTrap,14,P3,44,1,14563
DeceptiveStepTrap,14,P3,45,1,83279
DeceptiveStepTrap,14,P3,46,1,8760
DeceptiveStepTrap,14,P3,47,1,48423
DeceptiveStepTrap,14,P3,48,1,114104
DeceptiveStepTrap,14,P3,49,1,21492
DeceptiveStepTrap,14,P3,50,1,16766
DeceptiveStepTrap,14,P3,51,1,82053
DeceptiveStepTrap,14,P3,52,1,12664
DeceptiveStepTrap,14,P3,53,1,20359
DeceptiveStepTrap,14,P3,54,1,39274
DeceptiveStepTrap,14,P3,55,1,10103
DeceptiveStepTrap,14,P3,56,1,4307
DeceptiveStepTrap,14,P3,57,1,33029
DeceptiveStepTrap,14,P3,58,1,10071
DeceptiveStepTrap,14,P3,59,1,49443
DeceptiveStepTrap,14,P3,60,1,22055
DeceptiveStepTrap,14,P3,61,1,17586
DeceptiveStepTrap,14,P3,62,1,27587
DeceptiveStepTrap,14,P3,63,1,37557
DeceptiveStepTrap,14,P3,64,1,32845
DeceptiveStepTrap,14,P3,65,1,12305
DeceptiveStepTrap,14,P3,66,1,95026
DeceptiveStepTrap,14,P3,67,1,9419
DeceptiveStepTrap,14,P3,68,1,14212
DeceptiveStepTrap,14,P3,69,1,163522
DeceptiveStepTrap,14,P3,70,1,35021
DeceptiveStepTrap,14,P3,71,1,30840
DeceptiveStepTrap,14,P3,72,1,37115
DeceptiveStepTrap,14,P3,73,1,99599
DeceptiveStepTrap,14,P3,74,1,4619
DeceptiveStepTrap,14,P3,75,1,7392
DeceptiveStepTrap,14,P3,76,1,28636
DeceptiveStepTrap,14,P3,77,1,17507
DeceptiveStepTrap,14,P3,78,1,48126
DeceptiveStepTrap,14,P3,79,1,2443
DeceptiveStepTrap,14,P3,80,1,125833
DeceptiveStepTrap,14,P3,81,1,143
DeceptiveStepTrap,14,P3,82,1,2955
DeceptiveStepTrap,14,P3,83,1,14867
DeceptiveStepTrap,14,P3,84,1,40343
DeceptiveStepTrap,14,P3,85,1,10923
DeceptiveStepTrap,14,P3,86,1,42286
DeceptiveStepTrap,14,P3,87,1,23105
DeceptiveStepTrap,14,P3,88,1,29644
DeceptiveStepTrap,14,P3,89,1,18101
DeceptiveStepTrap,14,P3,90,1,114920
DeceptiveStepTrap,14,P3,91,1,8848
DeceptiveStepTrap,14,P3,92,1,12003
DeceptiveStepTrap,14,P3,93,1,95171
DeceptiveStepTrap,14,P3,94,1,15223
DeceptiveStepTrap,14,P3,95,1,94407
DeceptiveStepTrap,14,P3,96,1,33507
DeceptiveStepTrap,14,P3,97,1,4179
DeceptiveStepTrap,14,P3,98,1,12805
DeceptiveStepTrap,14,P3,99,1,83315
DeceptiveStepTrap,21,Hill Climber,0,1,3961629
DeceptiveStepTrap,21,Hill Climber,1,1,1263826
DeceptiveStepTrap,21,Hill Climber,2,1,9262466
DeceptiveStepTrap,21,Hill Climber,3,1,3931839
DeceptiveStepTrap,21,Hill Climber,4,1,12503722
DeceptiveStepTrap,21,Hill Climber,5,1,2946894
DeceptiveStepTrap,21,Hill Climber,6,1,4176431
DeceptiveStepTrap,21,Hill Climber,7,1,17079766
DeceptiveStepTrap,21,Hill Climber,8,1,18983515
DeceptiveStepTrap,21,Hill Climber,9,1,4037808
DeceptiveStepTrap,21,Hill Climber,10,1,4945461
DeceptiveStepTrap,21,Hill Climber,11,1,11629407
DeceptiveStepTrap,21,Hill Climber,12,1,4287790
DeceptiveStepTrap,21,Hill Climber,13,1,1155168
DeceptiveStepTrap,21,Hill Climber,14,1,1547234
DeceptiveStepTrap,21,Hill Climber,15,1,7540325
DeceptiveStepTrap,21,Hill Climber,16,1,15775327
DeceptiveStepTrap,21,Hill Climber,17,1,12799471
DeceptiveStepTrap,21,Hill Climber,18,1,2662027
DeceptiveStepTrap,21,Hill Climber,19,1,3942665
DeceptiveStepTrap,21,Hill Climber,20,1,8394557
DeceptiveStepTrap,21,Hill Climber,21,1,4638671
DeceptiveStepTrap,21,Hill Climber,22,1,9267849
DeceptiveStepTrap,21,Hill Climber,23,1,21355471
DeceptiveStepTrap,21,Hill Climber,24,1,880010
DeceptiveStepTrap,21,Hill Climber,25,1,14826535
DeceptiveStepTrap,21,Hill Climber,26,1,7543008
DeceptiveStepTrap,21,Hill Climber,27,1,573879
DeceptiveStepTrap,21,Hill Climber,28,1,3574068
DeceptiveStepTrap,21,Hill Climber,29,1,10163064
DeceptiveStepTrap,21,Hill Climber,30,1,1156147
DeceptiveStepTrap,21,Hill Climber,31,1,3061672
DeceptiveStepTrap,21,Hill Climber,32,1,1676639
DeceptiveStepTrap,21,Hill Climber,33,1,16731939
DeceptiveStepTrap,21,Hill Climber,34,1,4780368
DeceptiveStepTrap,21,Hill Climber,35,1,5820052
DeceptiveStepTrap,21,Hill Climber,36,1,18294582
DeceptiveStepTrap,21,Hill Climber,37,1,6670229
DeceptiveStepTrap,21,Hill Climber,38,1,6967784
DeceptiveStepTrap,21,Hill Climber,39,1,11764986
DeceptiveStepTrap,21,Hill Climber,40,1,11830947
DeceptiveStepTrap,21,Hill Climber,41,1,19146826
DeceptiveStepTrap,21,Hill Climber,42,1,2572811
DeceptiveStepTrap,21,Hill Climber,43,1,74548
DeceptiveStepTrap,21,Hill Climber,44,1,6976434
DeceptiveStepTrap,21,Hill Climber,45,1,3551220
DeceptiveStepTrap,21,Hill Climber,46,1,7391558
DeceptiveStepTrap,21,Hill Climber,47,1,8276891
DeceptiveStepTrap,21,Hill Climber,48,1,3416610
DeceptiveStepTrap,21,Hill Climber,49,1,3467640
DeceptiveStepTrap,21,Hill Climber,50,1,1393857
DeceptiveStepTrap,21,Hill Climber,51,1,1551355
DeceptiveStepTrap,21,Hill Climber,52,1,10208407
DeceptiveStepTrap,21,Hill Climber,53,1,3953030
DeceptiveStepTrap,21,Hill Climber,54,1,8935908
DeceptiveStepTrap,21,Hill Climber,55,1,3438399
DeceptiveStepTrap,21,Hill Climber,56,1,24574510
DeceptiveStepTrap,21,Hill Climber,57,1,4477012
DeceptiveStepTrap,21,Hill Climber,58,1,16302639
DeceptiveStepTrap,21,Hill Climber,59,1,8464725
DeceptiveStepTrap,21,Hill Climber,60,1,2839037
DeceptiveStepTrap,21,Hill Climber,61,1,417950
DeceptiveStepTrap,21,Hill Climber,62,1,12107259
DeceptiveStepTrap,21,Hill Climber,63,1,9985184
DeceptiveStepTrap,21,Hill Climber,64,1,2837075
DeceptiveStepTrap,21,Hill Climber,65,1,12939492
DeceptiveStepTrap,21,Hill Climber,66,1,17252011
DeceptiveStepTrap,21,Hill Climber,67,1,1833038
DeceptiveStepTrap,21,Hill Climber,68,1,6447135
DeceptiveStepTrap,21,Hill Climber,69,1,2421008
DeceptiveStepTrap,21,Hill Climber,70,1,6638163
DeceptiveStepTrap,21,Hill Climber,71,1,39273477
DeceptiveStepTrap,21,Hill Climber,72,1,6064360
DeceptiveStepTrap,21,Hill Climber,73,1,21188111
DeceptiveStepTrap,21,Hill Climber,74,1,8739378
DeceptiveStepTrap,21,Hill Climber,75,1,7383620
DeceptiveStepTrap,21,Hill Climber,76,1,20599161
DeceptiveStepTrap,21,Hill Climber,77,1,1021255
DeceptiveStepTrap,21,Hill Climber,78,1,15285950
DeceptiveStepTrap,21,Hill Climber,79,1,56820422
DeceptiveStepTrap,21,Hill Climber,80,1,19806819
DeceptiveStepTrap,21,Hill Climber,81,1,7606135
DeceptiveStepTrap,21,Hill Climber,82,1,6267915
DeceptiveStepTrap,21,Hill Climber,83,1,21100402
DeceptiveStepTrap,21,Hill Climber,84,1,2396308
DeceptiveStepTrap,21,Hill Climber,85,1,13456675
DeceptiveStepTrap,21,Hill Climber,86,1,525619
DeceptiveStepTrap,21,Hill Climber,87,1,11205088
DeceptiveStepTrap,21,Hill Climber,88,1,11200318
DeceptiveStepTrap,21,Hill Climber,89,1,15198903
DeceptiveStepTrap,21,Hill Climber,90,1,4217075
DeceptiveStepTrap,21,Hill Climber,91,1,6535236
DeceptiveStepTrap,21,Hill Climber,92,1,17042644
DeceptiveStepTrap,21,Hill Climber,93,1,12722876
DeceptiveStepTrap,21,Hill Climber,94,1,1286245
DeceptiveStepTrap,21,Hill Climber,95,1,9150597
DeceptiveStepTrap,21,Hill Climber,96,1,9738313
DeceptiveStepTrap,21,Hill Climber,97,1,2928476
DeceptiveStepTrap,21,Hill Climber,98,1,5256479
DeceptiveStepTrap,21,Hill Climber,99,1,2999181
