problem,length,solver,run,fitness,evaluations
DeceptiveTrap,35,1+(Lambda Lambda),70,1,634
DeceptiveTrap,35,1+(Lambda Lambda),71,1,645
DeceptiveTrap,35,1+(Lambda Lambda),72,1,2119
DeceptiveTrap,35,1+(Lambda Lambda),73,1,659
DeceptiveTrap,35,1+(Lambda Lambda),74,1,1863
DeceptiveTrap,35,1+(Lambda Lambda),75,1,681
DeceptiveTrap,35,1+(Lambda Lambda),76,1,681
DeceptiveTrap,35,1+(Lambda Lambda),77,1,677
DeceptiveTrap,35,1+(Lambda Lambda),78,1,593
DeceptiveTrap,35,1+(Lambda Lambda),79,1,1904
DeceptiveTrap,35,1+(Lambda Lambda),80,1,2107
DeceptiveTrap,35,1+(Lambda Lambda),81,1,1601
DeceptiveTrap,35,1+(Lambda Lambda),82,1,691
DeceptiveTrap,35,1+(Lambda Lambda),83,1,2161
DeceptiveTrap,35,1+(Lambda Lambda),84,1,703
DeceptiveTrap,35,1+(Lambda Lambda),85,1,1335
DeceptiveTrap,35,1+(Lambda Lambda),86,1,656
DeceptiveTrap,35,1+(Lambda Lambda),87,1,1641
DeceptiveTrap,35,1+(Lambda Lambda),88,1,1637
DeceptiveTrap,35,1+(Lambda Lambda),89,1,626
DeceptiveTrap,35,1+(Lambda Lambda),90,1,696
DeceptiveTrap,35,1+(Lambda Lambda),91,1,1583
DeceptiveTrap,35,1+(Lambda Lambda),92,1,1349
DeceptiveTrap,35,1+(Lambda Lambda),93,1,689
DeceptiveTrap,35,1+(Lambda Lambda),94,1,5200
DeceptiveTrap,35,1+(Lambda Lambda),95,1,1394
DeceptiveTrap,35,1+(Lambda Lambda),96,1,1376
DeceptiveTrap,35,1+(Lambda Lambda),97,1,1303
DeceptiveTrap,35,1+(Lambda Lambda),98,1,3478
DeceptiveTrap,35,1+(Lambda Lambda),99,1,2520
DeceptiveTrap,35,LTGA,0,1,26737
DeceptiveTrap,35,LTGA,1,1,27892
DeceptiveTrap,35,LTGA,2,1,25826
DeceptiveTrap,35,LTGA,3,1,26474
DeceptiveTrap,35,LTGA,4,1,26976
DeceptiveTrap,35,LTGA,5,1,27402
DeceptiveTrap,35,LTGA,6,1,27017
DeceptiveTrap,35,LTGA,7,1,26075
DeceptiveTrap,35,LTGA,8,1,26048
DeceptiveTrap,35,LTGA,9,1,26580
DeceptiveTrap,35,LTGA,10,1,26985
DeceptiveTrap,35,LTGA,11,1,25710
DeceptiveTrap,35,LTGA,12,1,26700
DeceptiveTrap,35,LTGA,13,1,26011
DeceptiveTrap,35,LTGA,14,1,25938
DeceptiveTrap,35,LTGA,15,1,26496
DeceptiveTrap,35,LTGA,16,1,24957
DeceptiveTrap,35,LTGA,17,1,25239
DeceptiveTrap,35,LTGA,18,1,24794
DeceptiveTrap,35,LTGA,19,1,27517
DeceptiveTrap,35,LTGA,20,1,27289
DeceptiveTrap,35,LTGA,21,1,27501
DeceptiveTrap,35,LTGA,22,1,25530
DeceptiveTrap,35,LTGA,23,1,26709
DeceptiveTrap,35,LTGA,24,1,26096
DeceptiveTrap,35,LTGA,25,1,27105
DeceptiveTrap,35,LTGA,26,1,26104
DeceptiveTrap,35,LTGA,27,1,26762
DeceptiveTrap,35,LTGA,28,1,26274
DeceptiveTrap,35,LTGA,29,1,26379
DeceptiveTrap,35,LTGA,30,1,25594
DeceptiveTrap,35,LTGA,31,1,26402
DeceptiveTrap,35,LTGA,32,1,25162
DeceptiveTrap,35,LTGA,33,1,26059
DeceptiveTrap,35,LTGA,34,1,26587
DeceptiveTrap,35,LTGA,35,1,26499
DeceptiveTrap,35,LTGA,36,1,26814
DeceptiveTrap,35,LTGA,37,1,26059
DeceptiveTrap,35,LTGA,38,1,26785
DeceptiveTrap,35,LTGA,39,1,28364
DeceptiveTrap,35,LTGA,40,1,25784
DeceptiveTrap,35,LTGA,41,1,26279
DeceptiveTrap,35,LTGA,42,1,25245
DeceptiveTrap,35,LTGA,43,1,25380
DeceptiveTrap,35,LTGA,44,1,25708
DeceptiveTrap,35,LTGA,45,1,25416
DeceptiveTrap,35,LTGA,46,1,25676
DeceptiveTrap,35,LTGA,47,1,25686
DeceptiveTrap,35,LTGA,48,1,27473
DeceptiveTrap,35,LTGA,49,1,27029
DeceptiveTrap,35,LTGA,50,1,26242
DeceptiveTrap,35,LTGA,51,1,25014
DeceptiveTrap,35,LTGA,52,1,26599
DeceptiveTrap,35,LTGA,53,1,24995
DeceptiveTrap,35,LTGA,54,1,26650
DeceptiveTrap,35,LTGA,55,1,25943
DeceptiveTrap,35,LTGA,56,1,25616
DeceptiveTrap,35,LTGA,57,1,24785
DeceptiveTrap,35,LTGA,58,1,25615
DeceptiveTrap,35,LTGA,59,1,27181
DeceptiveTrap,35,LTGA,60,1,26098
DeceptiveTrap,35,LTGA,61,1,25362
DeceptiveTrap,35,LTGA,62,1,26846
DeceptiveTrap,35,LTGA,63,1,27152
DeceptiveTrap,35,LTGA,64,1,26730
DeceptiveTrap,35,LTGA,65,1,27319
DeceptiveTrap,35,LTGA,66,1,25450
DeceptiveTrap,35,LTGA,67,1,25051
DeceptiveTrap,35,LTGA,68,1,26347
DeceptiveTrap,35,LTGA,69,1,25455
DeceptiveTrap,35,LTGA,70,1,26878
DeceptiveTrap,35,LTGA,71,1,25848
DeceptiveTrap,35,LTGA,72,1,26461
DeceptiveTrap,35,LTGA,73,1,25671
DeceptiveTrap,35,LTGA,74,1,27032
DeceptiveTrap,35,LTGA,75,1,26936
DeceptiveTrap,35,LTGA,76,1,26381
DeceptiveTrap,35,LTGA,77,1,27585
DeceptiveTrap,35,LTGA,78,1,25984
DeceptiveTrap,35,LTGA,79,1,25774
DeceptiveTrap,35,LTGA,80,1,25735
DeceptiveTrap,35,LTGA,81,1,25460
DeceptiveTrap,35,LTGA,82,1,27065
DeceptiveTrap,35,LTGA,83,1,25610
DeceptiveTrap,35,LTGA,84,1,26155
DeceptiveTrap,35,LTGA,85,1,26160
DeceptiveTrap,35,LTGA,86,1,25713
DeceptiveTrap,35,LTGA,87,1,26233
DeceptiveTrap,35,LTGA,88,1,25674
DeceptiveTrap,35,LTGA,89,1,25695
DeceptiveTrap,35,LTGA,90,1,25039
DeceptiveTrap,35,LTGA,91,1,25492
DeceptiveTrap,35,LTGA,92,1,26998
DeceptiveTrap,35,LTGA,93,0.971436,25058
DeceptiveTrap,35,LTGA,94,1,26216
DeceptiveTrap,35,LTGA,95,1,26155
DeceptiveTrap,35,LTGA,96,1,26415
DeceptiveTrap,35,LTGA,97,1,25926
DeceptiveTrap,35,LTGA,98,1,26917
DeceptiveTrap,35,LTGA,99,1,25271
DeceptiveTrap,35,P3,0,1,21467
DeceptiveTrap,35,P3,1,1,8405
DeceptiveTrap,35,P3,2,1,13382
DeceptiveTrap,35,P3,3,1,11612
DeceptiveTrap,35,P3,4,1,17068
DeceptiveTrap,35,P3,5,1,10586
DeceptiveTrap,35,P3,6,1,3791
DeceptiveTrap,35,P3,7,1,9869
DeceptiveTrap,35,P3,8,1,23476
DeceptiveTrap,35,P3,9,1,6277
DeceptiveTrap,35,P3,10,1,14690
DeceptiveTrap,35,P3,11,1,10547
DeceptiveTrap,35,P3,12,1,16237
DeceptiveTrap,35,P3,13,1,7065
DeceptiveTrap,35,P3,14,1,18981
DeceptiveTrap,35,P3,15,1,20760
DeceptiveTrap,35,P3,16,1,10990
DeceptiveTrap,35,P3,17,1,5064
DeceptiveTrap,35,P3,18,1,3942
DeceptiveTrap,35,P3,19,1,9661
DeceptiveTrap,35,P3,20,1,7595
DeceptiveTrap,35,P3,21,1,7183
DeceptiveTrap,35,P3,22,1,26452
DeceptiveTrap,35,P3,23,1,17518
DeceptiveTrap,35,P3,24,1,9365
DeceptiveTrap,35,P3,25,1,5026
DeceptiveTrap,35,P3,26,1,7070
DeceptiveTrap,35,P3,27,1,5912
DeceptiveTrap,35,P3,28,1,7915
DeceptiveTrap,35,P3,29,1,6638
DeceptiveTrap,35,P3,30,1,16211
DeceptiveTrap,35,P3,31,1,5539
DeceptiveTrap,35,P3,32,1,1570
DeceptiveTrap,35,P3,33,1,15868
DeceptiveTrap,35,P3,34,1,4009
DeceptiveTrap,35,P3,35,1,9318
DeceptiveTrap,35,P3,36,1,17128
DeceptiveTrap,35,P3,37,1,8716
DeceptiveTrap,35,P3,38,1,8788
DeceptiveTrap,35,P3,39,1,7984
DeceptiveTrap,35,P3,40,1,18649
DeceptiveTrap,35,P3,41,1,14688
DeceptiveTrap,35,P3,42,1,8232
DeceptiveTrap,35,P3,43,1,6283
DeceptiveTrap,35,P3,44,1,13215
DeceptiveTrap,35,P3,45,1,11895
DeceptiveTrap,35,P3,46,1,12209
DeceptiveTrap,35,P3,47,1,11112
DeceptiveTrap,35,P3,48,1,6461
DeceptiveTrap,35,P3,49,1,10273
DeceptiveTrap,35,P3,50,1,9925
DeceptiveTrap,35,P3,51,1,7076
DeceptiveTrap,35,P3,52,1,10247
DeceptiveTrap,35,P3,53,1,11039
DeceptiveTrap,35,P3,54,1,7472
DeceptiveTrap,35,P3,55,1,11622
DeceptiveTrap,35,P3,56,1,33271
DeceptiveTrap,35,P3,57,1,8691
DeceptiveTrap,35,P3,58,1,6875
DeceptiveTrap,35,P3,59,1,12335
DeceptiveTrap,35,P3,60,1,16213
DeceptiveTrap,35,P3,61,1,10453
DeceptiveTrap,35,P3,62,1,12343
DeceptiveTrap,35,P3,63,1,7822
DeceptiveTrap,35,P3,64,1,14856
DeceptiveTrap,35,P3,65,1,6363
DeceptiveTrap,35,P3,66,1,7985
DeceptiveTrap,35,P3,67,1,4694
DeceptiveTrap,35,P3,68,1,9575
DeceptiveTrap,35,P3,69,1,27228
DeceptiveTrap,35,P3,70,1,9275
DeceptiveTrap,35,P3,71,1,8370
DeceptiveTrap,35,P3,72,1,1960
DeceptiveTrap,35,P3,73,1,5461
DeceptiveTrap,35,P3,74,1,18462
DeceptiveTrap,35,P3,75,1,4829
DeceptiveTrap,35,P3,76,1,14422
DeceptiveTrap,35,P3,77,1,8954
DeceptiveTrap,35,P3,78,1,13378
DeceptiveTrap,35,P3,79,1,19405
DeceptiveTrap,35,P3,80,1,4529
DeceptiveTrap,35,P3,81,1,6099
DeceptiveTrap,35,P3,82,1,4778
DeceptiveTrap,35,P3,83,1,17755
DeceptiveTrap,35,P3,84,1,7753
DeceptiveTrap,35,P3,85,1,8233
DeceptiveTrap,35,P3,86,1,9149
DeceptiveTrap,35,P3,87,1,11266
DeceptiveTrap,35,P3,88,1,11491
DeceptiveTrap,35,P3,89,1,8772
DeceptiveTrap,35,P3,90,1,16081
DeceptiveTrap,35,P3,91,1,10622
DeceptiveTrap,35,P3,92,1,12692
DeceptiveTrap,35,P3,93,1,7130
DeceptiveTrap,35,P3,94,1,7191
DeceptiveTrap,35,P3,95,1,10567
DeceptiveTrap,35,P3,96,1,7006
DeceptiveTrap,35,P3,97,1,4742
DeceptiveTrap,35,P3,98,1,9019
DeceptiveTrap,35,P3,99,1,4237
DeceptiveTrap,42,Hill Climber,0,0.928574,54162
DeceptiveTrap,42,Hill Climber,1,0.928574,3722928
DeceptiveTrap,42,Hill Climber,2,0.952377,14488038
DeceptiveTrap,42,Hill Climber,3,0.928574,1332108
DeceptiveTrap,42,Hill Climber,4,0.952377,7854229
DeceptiveTrap,42,Hill Climber,5,0.952377,74193243
DeceptiveTrap,42,Hill Climber,6,0.952377,48334480
DeceptiveTrap,42,Hill Climber,7,0.952377,18952168
DeceptiveTrap,42,Hill Climber,8,0.952377,52254020
DeceptiveTrap,42,Hill Climber,9,0.928574,1225264
DeceptiveTrap,42,Hill Climber,10,0.952377,41326922
DeceptiveTrap,42,Hill Climber,11,0.928574,953859
DeceptiveTrap,42,Hill Climber,12,0.952377,33085341
DeceptiveTrap,42,Hill Climber,13,0.928574,1338064
DeceptiveTrap,42,Hill Climber,14,0.952377,6843188
DeceptiveTrap,42,Hill Climber,15,0.952377,67634534
DeceptiveTrap,42,Hill Climber,16,0.952377,2067776
DeceptiveTrap,42,Hill Climber,17,0.952377,57307252
DeceptiveTrap,42,Hill Climber,18,0.928574,589452
DeceptiveTrap,42,Hill Climber,19,0.952377,37543531
DeceptiveTrap,42,Hill Climber,20,0.952377,7941292
DeceptiveTrap,42,Hill Climber,21,0.952377,17282145
DeceptiveTrap,42,Hill Climber,22,0.952377,26418595
DeceptiveTrap,42,Hill Climber,23,0.952377,71207859
DeceptiveTrap,42,Hill Climber,24,0.928574,263332
DeceptiveTrap,42,Hill Climber,25,0.928574,17829
DeceptiveTrap,42,Hill Climber,26,0.952377,45360939
DeceptiveTrap,42,Hill Climber,27,0.928574,1989433
DeceptiveTrap,42,Hill Climber,28,0.928574,1072121
DeceptiveTrap,42,Hill Climber,29,0.952377,52507399
DeceptiveTrap,42,Hill Climber,30,0.952377,24825353
DeceptiveTrap,42,Hill Climber,31,0.952377,50300659
DeceptiveTrap,42,Hill Climber,32,0.928574,2271688
DeceptiveTrap,42,Hill Climber,33,0.952377,94526547
DeceptiveTrap,42,Hill Climber,34,0.952377,5745797
DeceptiveTrap,42,Hill Climber,35,0.928574,478423
DeceptiveTrap,42,Hill Climber,36,0.952377,60873936
DeceptiveTrap,42,Hill Climber,37,0.952377,16350104
DeceptiveTrap,42,Hill Climber,38,0.952377,46346442
DeceptiveTrap,42,Hill Climber,39,0.952377,16998435
DeceptiveTrap,42,Hill Climber,40,0.952377,4543156
DeceptiveTrap,42,Hill Climber,41,0.952377,3201708
DeceptiveTrap,42,Hill Climber,42,0.928574,1223541
DeceptiveTrap,42,Hill Climber,43,0.952377,46050548
DeceptiveTrap,42,Hill Climber,44,0.952377,766291
DeceptiveTrap,42,Hill Climber,45,0.952377,28359877
DeceptiveTrap,42,Hill Climber,46,0.952377,4907379
DeceptiveTrap,42,Hill Climber,47,0.928574,1242727
DeceptiveTrap,42,Hill Climber,48,0.952377,4248366
DeceptiveTrap,42,Hill Climber,49,0.952377,53723416
DeceptiveTrap,42,Hill Climber,50,0.952377,10290251
DeceptiveTrap,42,Hill Climber,51,0.952377,7809425
DeceptiveTrap,42,Hill Climber,52,0.928574,195929
DeceptiveTrap,42,Hill Climber,53,0.952377,15823440
DeceptiveTrap,42,Hill Climber,54,0.952377,33284864
DeceptiveTrap,42,Hill Climber,55,0.952377,48028988
DeceptiveTrap,42,Hill Climber,56,0.952377,13970433
DeceptiveTrap,42,Hill Climber,57,0.952377,6456799
DeceptiveTrap,42,Hill Climber,58,0.928574,3520287
DeceptiveTrap,42,Hill Climber,59,0.952377,55659555
DeceptiveTrap,42,Hill Climber,60,0.952377,88672
DeceptiveTrap,42,Hill Climber,61,0.952377,28886679
DeceptiveTrap,42,Hill Climber,62,0.928574,961750
DeceptiveTrap,42,Hill Climber,63,0.952377,11089062
DeceptiveTrap,42,Hill Climber,64,0.952377,81295854
DeceptiveTrap,42,Hill Climber,65,0.952377,3337333
DeceptiveTrap,42,Hill Climber,66,0.928574,2144986
DeceptiveTrap,42,Hill Climber,67,0.928574,251297
DeceptiveTrap,42,Hill Climber,68,0.952377,55472948
DeceptiveTrap,42,Hill Climber,69,0.952377,46517743
DeceptiveTrap,42,Hill Climber,70,0.952377,18583052
DeceptiveTrap,42,Hill Climber,71,0.928574,2635066
DeceptiveTrap,42,Hill Climber,72,0.952377,31749942
DeceptiveTrap,42,Hill Climber,73,0.952377,3837747
DeceptiveTrap,42,Hill Climber,74,0.952377,38833632
DeceptiveTrap,42,Hill Climber,75,0.952377,10716426
DeceptiveTrap,42,Hill Climber,76,0.952377,28666101
DeceptiveTrap,42,Hill Climber,77,0.952377,43494258
DeceptiveTrap,42,Hill Climber,78,0.928574,503204
DeceptiveTrap,42,Hill Climber,79,0.952377,60627957
DeceptiveTrap,42,Hill Climber,80,0.928574,550690
DeceptiveTrap,42,Hill Climber,81,0.928574,12478
DeceptiveTrap,42,Hill Climber,82,0.952377,40216061
DeceptiveTrap,42,Hill Climber,83,0.928574,1048992
DeceptiveTrap,42,Hill Climber,84,0.952377,86635372
DeceptiveTrap,42,Hill Climber,85,0.952377,41546267
DeceptiveTrap,42,Hill Climber,86,0.928574,510810
DeceptiveTrap,42,Hill Climber,87,0.952377,21770954
DeceptiveTrap,42,Hill Climber,88,0.952377,73390165
DeceptiveTrap,42,Hill Climber,89,0.928574,291332
DeceptiveTrap,42,Hill Climber,90,0.952377,43522798
DeceptiveTrap,42,Hill Climber,91,0.928574,1412103
DeceptiveTrap,42,Hill Climber,92,0.952377,35542079
DeceptiveTrap,42,Hill Climber,93,0.952377,64789207
DeceptiveTrap,42,Hill Climber,94,0.928574,608104
DeceptiveTrap,42,Hill Climber,95,0.952377,39726502
DeceptiveTrap,42,Hill Climber,96,0.952377,28932914
DeceptiveTrap,42,Hill Climber,97,0.928574,86657
DeceptiveTrap,42,Hill Climber,98,0.952377,42582452
DeceptiveTrap,42,Hill Climber,99,0.928574,890096
DeceptiveTrap,42,1+(Lambda Lambda),0,1,100533
DeceptiveTrap,42,1+(Lambda Lambda),1,1,43785
DeceptiveTrap,42,1+(Lambda Lambda),2,1,24281
DeceptiveTrap,42,1+(Lambda Lambda),3,1,14905
DeceptiveTrap,42,1+(Lambda Lambda),4,1,10503
DeceptiveTrap,42,1+(Lambda Lambda),5,1,50997
DeceptiveTrap,42,1+(Lambda Lambda),6,1,34132
DeceptiveTrap,42,1+(Lambda Lambda),7,1,7309
DeceptiveTrap,42,1+(Lambda Lambda),8,1,66263
DeceptiveTrap,42,1+(Lambda Lambda),9,1,35982
DeceptiveTrap,42,1+(Lambda Lambda),10,1,142842
DeceptiveTrap,42,1+(Lambda Lambda),11,1,59179
DeceptiveTrap,42,1+(Lambda Lambda),12,1,43675
DeceptiveTrap,42,1+(Lambda Lambda),13,1,51309
DeceptiveTrap,42,1+(Lambda Lambda),14,1,8204
DeceptiveTrap,42,1+(Lambda Lambda),15,1,20353
DeceptiveTrap,42,1+(Lambda Lambda),16,1,28406
DeceptiveTrap,42,1+(Lambda Lambda),17,1,8956
DeceptiveTrap,42,1+(Lambda Lambda),18,1,4248
DeceptiveTrap,42,1+(Lambda Lambda),19,1,92387
DeceptiveTrap,42,1+(Lambda Lambda),20,1,11591
DeceptiveTrap,42,1+(Lambda Lambda),21,1,1481
DeceptiveTrap,42,1+(Lambda Lambda),22,1,89559
DeceptiveTrap,42,1+(Lambda Lambda),23,1,46733
DeceptiveTrap,42,1+(Lambda Lambda),24,1,2328
DeceptiveTrap,42,1+(Lambda Lambda),25,1,7851
DeceptiveTrap,42,1+(Lambda Lambda),26,1,11642
DeceptiveTrap,42,1+(Lambda Lambda),27,1,15037
DeceptiveTrap,42,1+(Lambda Lambda),28,1,6490
DeceptiveTrap,42,1+(Lambda Lambda),29,1,8383
DeceptiveTrap,42,1+(Lambda Lambda),30,1,49183
DeceptiveTrap,42,1+(Lambda Lambda),31,1,58657
DeceptiveTrap,42,1+(Lambda Lambda),32,1,13659
DeceptiveTrap,42,1+(Lambda Lambda),33,1,11077
DeceptiveTrap,42,1+(Lambda Lambda),34,1,68592
DeceptiveTrap,42,1+(Lambda Lambda),35,1,2555
DeceptiveTrap,42,1+(Lambda Lambda),36,1,780
DeceptiveTrap,42,1+(Lambda Lambda),37,1,43312
DeceptiveTrap,42,1+(Lambda Lambda),38,1,2973
DeceptiveTrap,42,1+(Lambda Lambda),39,1,16901
DeceptiveTrap,42,1+(Lambda Lambda),40,1,35374
DeceptiveTrap,42,1+(Lambda Lambda),41,1,98482
DeceptiveTrap,42,1+(Lambda Lambda),42,1,19180
DeceptiveTrap,42,1+(Lambda Lambda),43,1,38201
DeceptiveTrap,42,1+(Lambda Lambda),44,1,1744
DeceptiveTrap,42,1+(Lambda Lambda),45,1,24843
DeceptiveTrap,42,1+(Lambda Lambda),46,1,17441
DeceptiveTrap,42,1+(Lambda Lambda),47,1,24879
DeceptiveTrap,42,1+(Lambda Lambda),48,1,22710
DeceptiveTrap,42,1+(Lambda Lambda),49,1,8175
DeceptiveTrap,42,1+(Lambda Lambda),50,1,2271
DeceptiveTrap,42,1+(Lambda Lambda),51,1,41663
DeceptiveTrap,42,1+(Lambda Lambda),52,1,4069
DeceptiveTrap,42,1+(Lambda Lambda),53,1,27824
DeceptiveTrap,42,1+(Lambda Lambda),54,1,5583
DeceptiveTrap,42,1+(Lambda Lambda),55,1,62297
DeceptiveTrap,42,1+(Lambda Lambda),56,1,19881
DeceptiveTrap,42,1+(Lambda Lambda),57,1,119199
DeceptiveTrap,42,1+(Lambda Lambda),58,1,17233
DeceptiveTrap,42,1+(Lambda Lambda),59,1,13399
DeceptiveTrap,42,1+(Lambda Lambda),60,1,74563
DeceptiveTrap,42,1+(Lambda Lambda),61,1,7315
DeceptiveTrap,42,1+(Lambda Lambda),62,1,33590
DeceptiveTrap,42,1+(Lambda Lambda),63,1,63229
DeceptiveTrap,42,1+(Lambda Lambda),64,1,20970
DeceptiveTrap,42,1+(Lambda Lambda),65,1,33289
DeceptiveTrap,42,1+(Lambda Lambda),66,1,55789
DeceptiveTrap,42,1+(Lambda Lambda),67,1,15701
DeceptiveTrap,42,1+(Lambda Lambda),68,1,91245
DeceptiveTrap,42,1+(Lambda Lambda),69,1,9020
DeceptiveTrap,42,1+(Lambda Lambda),70,1,3951
DeceptiveTrap,42,1+(Lambda Lambda),71,1,80271
DeceptiveTrap,42,1+(Lambda Lambda),72,1,44784
DeceptiveTrap,42,1+(Lambda Lambda),73,1,14877
DeceptiveTrap,42,1+(Lambda Lambda),74,1,155055
DeceptiveTrap,42,1+(Lambda Lambda),75,1,21432
DeceptiveTrap,42,1+(Lambda Lambda),76,1,3244
DeceptiveTrap,42,1+(Lambda Lambda),77,1,55864
DeceptiveTrap,42,1+(Lambda Lambda),78,1,30635
DeceptiveTrap,42,1+(Lambda Lambda),79,1,29662
DeceptiveTrap,42,1+(Lambda Lambda),80,1,20797
DeceptiveTrap,42,1+(Lambda Lambda),81,1,80103
DeceptiveTrap,42,1+(Lambda Lambda),82,1,159220
DeceptiveTrap,42,1+(Lambda Lambda),83,1,75738
DeceptiveTrap,42,1+(Lambda Lambda),84,1,155769
DeceptiveTrap,42,1+(Lambda Lambda),85,1,4909
DeceptiveTrap,42,1+(Lambda Lambda),86,1,2235
DeceptiveTrap,42,1+(Lambda Lambda),87,1,19744
DeceptiveTrap,42,1+(Lambda Lambda),88,1,38965
DeceptiveTrap,42,1+(Lambda Lambda),89,1,17410
DeceptiveTrap,42,1+(Lambda Lambda),90,1,142655
DeceptiveTrap,42,1+(Lambda Lambda),91,1,92657
DeceptiveTrap,42,1+(Lambda Lambda),92,1,41850
DeceptiveTrap,42,1+(Lambda Lambda),93,1,32208
DeceptiveTrap,42,1+(Lambda Lambda),94,1,97151
DeceptiveTrap,42,1+(Lambda Lambda),95,1,4982
DeceptiveTrap,42,1+(Lambda Lambda),96,1,66542
DeceptiveTrap,42,1+(Lambda Lambda),97,1,733
DeceptiveTrap,42,1+(Lambda Lambda),98,1,25643
DeceptiveTrap,42,1+(Lambda Lambda),99,1,50708
DeceptiveTrap,42,LTGA,0,1,38171
DeceptiveTrap,42,LTGA,1,1,37531
DeceptiveTrap,42,LTGA,2,1,36845
DeceptiveTrap,42,LTGA,3,1,36817
DeceptiveTrap,42,LTGA,4,1,38575
DeceptiveTrap,42,LTGA,5,1,36114
DeceptiveTrap,42,LTGA,6,1,37451
DeceptiveTrap,42,LTGA,7,1,37070
DeceptiveTrap,42,LTGA,8,1,36964
DeceptiveTrap,42,LTGA,9,1,38539
DeceptiveTrap,42,LTGA,10,1,37309
DeceptiveTrap,42,LTGA,11,1,38245
DeceptiveTrap,42,LTGA,12,1,37665
DeceptiveTrap,42,LTGA,13,1,37180
DeceptiveTrap,42,LTGA,14,1,39545
DeceptiveTrap,42,LTGA,15,1,37334
DeceptiveTrap,42,LTGA,16,1,36540
DeceptiveTrap,42,LTGA,17,1,38605
DeceptiveTrap,42,LTGA,18,1,37833
DeceptiveTrap,42,LTGA,19,1,39083
DeceptiveTrap,42,LTGA,20,1,37436
DeceptiveTrap,42,LTGA,21,1,38279
DeceptiveTrap,42,LTGA,22,1,38656
DeceptiveTrap,42,LTGA,23,1,37400
DeceptiveTrap,42,LTGA,24,1,39745
DeceptiveTrap,42,LTGA,25,1,37300
DeceptiveTrap,42,LTGA,26,1,38413
DeceptiveTrap,42,LTGA,27,1,38824
DeceptiveTrap,42,LTGA,28,1,38437
DeceptiveTrap,42,LTGA,29,1,36853
DeceptiveTrap,42,LTGA,30,1,37101
DeceptiveTrap,42,LTGA,31,1,39033
DeceptiveTrap,42,LTGA,32,1,38039
DeceptiveTrap,42,LTGA,33,1,37237
DeceptiveTrap,42,LTGA,34,1,39494
DeceptiveTrap,42,LTGA,35,1,39644
DeceptiveTrap,42,LTGA,36,1,36862
DeceptiveTrap,42,LTGA,37,1,35403
DeceptiveTrap,42,LTGA,38,1,37871
DeceptiveTrap,42,LTGA,39,1,38097
DeceptiveTrap,42,LTGA,40,1,38207
DeceptiveTrap,42,LTGA,41,1,40282
DeceptiveTrap,42,LTGA,42,1,36517
DeceptiveTrap,42,LTGA,43,1,38615
DeceptiveTrap,42,LTGA,44,1,36248
DeceptiveTrap,42,LTGA,45,1,36037
DeceptiveTrap,42,LTGA,46,1,39592
DeceptiveTrap,42,LTGA,47,1,37662
DeceptiveTrap,42,LTGA,48,1,39692
DeceptiveTrap,42,LTGA,49,1,37972
DeceptiveTrap,42,LTGA,50,1,37758
DeceptiveTrap,42,LTGA,51,1,38800
DeceptiveTrap,42,LTGA,52,1,38049
DeceptiveTrap,42,LTGA,53,1,38202
DeceptiveTrap,42,LTGA,54,1,36938
DeceptiveTrap,42,LTGA,55,1,37801
DeceptiveTrap,42,LTGA,56,1,38096
DeceptiveTrap,42,LTGA,57,1,37183
DeceptiveTrap,42,LTGA,58,1,36289
DeceptiveTrap,42,LTGA,59,1,37441
DeceptiveTrap,42,LTGA,60,1,39061
DeceptiveTrap,42,LTGA,61,1,35983
DeceptiveTrap,42,LTGA,62,1,37206
DeceptiveTrap,42,LTGA,63,1,36475
DeceptiveTrap,42,LTGA,64,1,36302
DeceptiveTrap,42,LTGA,65,1,36879
DeceptiveTrap,42,LTGA,66,1,37012
DeceptiveTrap,42,LTGA,67,1,37781
DeceptiveTrap,42,LTGA,68,1,38206
DeceptiveTrap,42,LTGA,69,1,38507
DeceptiveTrap,42,LTGA,70,1,36299
DeceptiveTrap,42,LTGA,71,1,38066
DeceptiveTrap,42,LTGA,72,1,36891
DeceptiveTrap,42,LTGA,73,1,37614
DeceptiveTrap,42,LTGA,74,1,37444
DeceptiveTrap,42,LTGA,75,1,36816
DeceptiveTrap,42,LTGA,76,1,36922
DeceptiveTrap,42,LTGA,77,1,39282
DeceptiveTrap,42,LTGA,78,1,38047
DeceptiveTrap,42,LTGA,79,1,38082
DeceptiveTrap,42,LTGA,80,1,37456
DeceptiveTrap,42,LTGA,81,1,37043
DeceptiveTrap,42,LTGA,82,1,38527
DeceptiveTrap,42,LTGA,83,1,40375
DeceptiveTrap,42,LTGA,84,1,37905
DeceptiveTrap,42,LTGA,85,1,38936
DeceptiveTrap,42,LTGA,86,1,36960
DeceptiveTrap,42,LTGA,87,1,37923
DeceptiveTrap,42,LTGA,88,1,37260
DeceptiveTrap,42,LTGA,89,1,36739
DeceptiveTrap,42,LTGA,90,1,37437
DeceptiveTrap,42,LTGA,91,1,38145
DeceptiveTrap,42,LTGA,92,1,36662
DeceptiveTrap,42,LTGA,93,1,38807
DeceptiveTrap,42,LTGA,94,1,39767
DeceptiveTrap,42,LTGA,95,1,38391
DeceptiveTrap,42,LTGA,96,1,38498
DeceptiveTrap,42,LTGA,97,1,36995
DeceptiveTrap,42,LTGA,98,1,36430
